yichuan	一串|一传|伊川|宜川|易传|遗传|驿传
yiju	一举|一具|一句|一局|义举|依据|宜居|疑惧|移居
yijuyidong	一举一动
yijusande	一举三得
yijuliangde	一举两得
yijuchengming	一举成名
yijushude	一举数得
yijiu	一九|依旧|忆旧
yijiuqi	一九七
yijiuqiqinian	一九七七年
yijiuqijiunian	一九七九年
yijiuqiernian	一九七二年
yijiuqibanian	一九七八年
yijiuqiliunian	一九七六年
yijiusanqinian	一九三七年
yijiusanjiunian	一九三九年
yijiusanbanian	一九三八年
yijiusanliunian	一九三六年
yijiujiu	一九九
yijiujiuqinian	一九九七年
yijiujiujiunian	一九九九年
yijiujiuernian	一九九二年
yijiujiuwunian	一九九五年
yijiujiubanian	一九九八年
yijiujiuliunian	一九九六年
yijiujiusinian	一九九四年
yijiuerqinian	一九二七年
yijiuwu	一九五
yijiuwuyinian	一九五一年
yijiuwuqinian	一九五七年
yijiuwusannian	一九五三年
yijiuwujiunian	一九五九年
yijiuwuernian	一九五二年
yijiuwuwunian	一九五五年
yijiuwubanian	一九五八年
yijiuwuliunian	一九五六年
yijiuwusinian	一九五四年
yijiuba	一九八
yijiubayinian	一九八一年
yijiubasannian	一九八三年
yijiubajiunian	一九八九年
yijiubaernian	一九八二年
yijiubabanian	一九八八年
yijiubaliunian	一九八六年
yijiubasinian	一九八四年
yijiuliu	一九六
yijiuliuqinian	一九六七年
yijiuliusannian	一九六三年
yijiuliujiunian	一九六九年
yijiuliuernian	一九六二年
yijiuliuwunian	一九六五年
yijiuliubanian	一九六八年
yijiuliuliunian	一九六六年
yijiuliusinian	一九六四年
yijiusi	一九四
yijiusiyinian	一九四一年
yijiusiqinian	一九四七年
yijiusisannian	一九四三年
yijiusijiunian	一九四九年
yijiusiernian	一九四二年
yijiusiwunian	一九四五年
yijiusibanian	一九四八年
yijiusiliunian	一九四六年
yijiusisinian	一九四四年
yixiang	一乡|一向|一响|一箱|一项|义项|异乡|异相|异香|意向|意想|意象|臆想|衣箱|遗像
yiliaobailiao	一了百了
yishiwucheng	一事无成
yier	一二|伊尔
yierwan	一二万
yiersan	一二三
yierge	一二个
yierjiu	一二九
yierli	一二例|一二里
yierba	一二八
yierfenzhong	一二分钟
yiershi	一二十
yiershinian	一二十年
yierqian	一二千
yiernian	一二年
yierri	一二日
yierci	一二次
yierdian	一二点
yierbai	一二百
yierbainian	一二百年
yiwu	一五|义乌|义务|伊吾|医务|异物|衣物|贻误|遗物
yiwuyishi	一五一十
yixie	一些
yixieze	一些则
yixiepian	一些片
yixiezhong	一些种
yimu	一亩|一幕|一目|义母|亿亩|姨母
yirenzhixia	一人之下
yiyiduo	一亿多
yiyici	一亿次
yijieshusheng	一介书生
yidai	一代|一带|一袋|以待|衣袋
yidairen	一代人
yidaidai	一代代
yiyiguanzhi	一以贯之
yijian	一件|一剑|一间|仪剑|异见|意见|翼尖
yiren	一任|伊人|宜人|艺人
yifen	一份|一分|义愤|亿份|亿分
yihuo	一伙|抑或|易货|疑惑
yihui	一会|一回|意会|议会
yihuier	一会儿
yihuierzhan	一会儿站
yiwei	一位|一味|一尾|一维|以为|仪卫|依偎|异位|异味|意味|意谓|易位|疑为|移位
yiti	一体|异体|议题|遗体
yitihua	一体化
yitiji	一体机
yili	一例|一力|一粒|一里|义利|义理|亿粒|以利|仪礼|伊利|伊犁|医理|屹立|毅力|疫疠|迤逦
yice	一侧|一册|翼侧|臆测
yibei	一倍|一杯|一辈|以北|以备|椅背|衣被|贻贝
yiyuan	一元|一员|亿元|医院|意愿|沂源|艺苑|议员|议院|译员|遗愿
yiyuanhua	一元化
yiyuanlun	一元论
yike	一克|一刻|一棵|一颗|亦可|医科
yidangzhi	一党制
yidou	一兜|一斗|伊豆|宜都|疑窦|益都|衣兜
yiba	一八|一把
yiliu	一六|一流|一溜|溢流|遗留
yigong	一共|义工
yizai	一再|一载|意在|移栽
yijuecixiong	一决雌雄
yizhun	一准
yiji	一几|一季|一级|一记|一集|乙基|乙级|以及|依纪|异己|忆及|疑忌|艺妓|遗迹
yichu	一出|一处|役畜|溢出|益处|移出|衣橱
yidao	一刀|一道|医道|胰岛|驿道
yidaoliangduan	一刀两断|一刀两段
yidaoqie	一刀切
yifenyihao	一分一毫
yifenweier	一分为二
yifenzhong	一分钟
yiqie	一切
yiqiezhongsheng	一切众生
yilie	一列
yize	一则
yichana	一刹那
yikebuting	一刻不停
yikeqi	一刻起
yikeli	一刻里
yikezhong	一刻钟
yifu	一副|一夫|一幅|一服|义父|依附|姨夫|姨父|衣服|逸夫
yidong	一动|一栋|以东|伊东|异动|易懂|移动
yidongbudong	一动不动
yilaoyongyi	一劳永逸
yishao	一勺|遗少
yibao	一包|医保|抑爆|易爆
yipi	一匹|一批
yishiqilu	一十七路
yishisan	一十三
yishisannian	一十三年
yishisanzhao	一十三招
yishisanquan	一十三拳
yishijiu	一十九
yishiernian	一十二年
yishiwu	一十五
yishiwunian	一十五年
yishiba	一十八
yishibanian	一十八年
yishiliu	一十六|意识流
yishiliunian	一十六年
yiqian	一千|以前
yiqianwan	一千万
yiqianwanyuan	一千万元
yiqiansanbai	一千三百
yiqianliang	一千两
yiqiange	一千个
yiqianerbai	一千二百
yiqianwubai	一千五百
yiqianfen	一千份
yiqianyu	一千余
yiqianyuan	一千元
yiqianliubai	一千六百
yiqianzhi	一千只
yiqianming	一千名
yiqiankuai	一千块
yiqianduo	一千多
yiqianduowan	一千多万
yiqianduoge	一千多个
yiqianduoming	一千多名
yiqianduonian	一千多年
yiqianduoli	一千多里
yiqiannian	一千年
yiqianwen	一千文
yiqianci	一千次
yiqianbu	一千步
yiqianbian	一千遍
yiqianli	一千里
yiqianlingyiye	一千零一夜
yiban	一半|一斑|一班|一般|翼板
yibaner	一半儿
yibanduo	一半多
yibanzuoyou	一半左右
yikatong	一卡通
yijuan	一卷
yixiangqingyuan	一厢情愿
yiqubufufan	一去不复返
yiqubufufanle	一去不复返了
yiqubufan	一去不返
yishuang	一双|遗孀
yishuangshuang	一双双
yishuangyan	一双眼
yifanchangtai	一反常态
yifa	一发|亿发|以法|依法|易发|益发|译法
yifaerbukeshou	一发而不可收
yidie	一叠
yikou	一口|衣扣
yikoukou	一口口
yikouyaoding	一口咬定
yikouqi	一口气
yikoudai	一口袋
yigunaoer	一古脑儿|一股脑儿
yijuju	一句句
yizhi	一只|一支|一枝|一直|一纸|一致|乙酯|亿只|亿支|以至|以致|医治|已知|异质|意志|意旨|懿旨|抑制|抑止|易帜|益智|移植|译制|遗址
yitai	一台|一胎|以太|仪态
yiyezhangmu	一叶障目
yihao	一号
yitong	一同|一桶|一统|一通|亿桶|异同
yiming	一名|佚名|异名|易名|艺名|译名
yituweikuai	一吐为快
yidun	一吨|一顿|亿吨|伊顿
yizhou	一周|益州
yizhounian	一周年
yihubaiying	一呼百应
yihubainuo	一呼百诺
yimingwuhu	一命呜呼
yipin	一品
yipinhong	一品红
yihongershang	一哄而上
yihongersan	一哄而散
yihongerqi	一哄而起
yichangyihe	一唱一和
yituan	一团|疑团
yituanluanma	一团乱麻
yituanheqi	一团和气
yituanqihei	一团漆黑
yituanzao	一团糟
yiguoliangzhi	一国两制
yiquan	一圈|一拳|乙醛
yichang	一场|宜昌|异常
yichangchang	一场场
yichangkong	一场空
yikuai	一块
yikuaier	一块儿
yitang	一堂|一趟|饴糖
yidui	一堆|一对|一队
yidu	一堵|一度|一睹|亿度|异读
yitahutu	一塌糊涂|一塌胡涂
yiqiangzhige	一墙之隔
yibi	一壁|一笔
yibixiang	一壁厢
yisheng	一声|一生|医圣|医生|易生
yishengbukeng	一声不吭
yishengbuxiang	一声不响
yishenglingxia	一声令下
yishengsheng	一声声
yichuchu	一处处
yiduo	一多|一朵|亿多
yiduoban	一多半
yiduoshu	一多数
yiyejian	一夜间
yida	一大|一打|一沓|伊达|医大
yidaban	一大半
yidajiazi	一大家子
yidapi	一大批
yidazao	一大早
yidabufen	一大部分
yitian	一天
yitiandaowan	一天到晚
yitiantian	一天天
yifuyiqizhi	一夫一妻制
yifuduoqizhi	一夫多妻制
yifudangguan	一夫当关
yitou	一头
yitouer	一头儿
yitao	一套
yiru	一如|移入
yirujiwang	一如既往
yiziyiju	一字一句
yiziyiban	一字一板
yiziyidun	一字一顿
yizibucha	一字不差
yizizhicha	一字之差
yizipaikai	一字排开
yijidu	一季度
yizong	一宗
yiguanbanzhi	一官半职
yidingzhigui	一定之规
yidingliang	一定量
yishen	一审|一身
yijia	一家|一架|一驾|医家|意甲|溢价|衣架|衣甲|议价
yijiayihu	一家一户
yijiazhiyan	一家之言
yijiaren	一家人
yijiazi	一家子
yijiajia	一家家
yijialaoxiao	一家老小
yicun	一寸|一村|依存|遗存
yiduiyi	一对一
yiduidui	一对对
yifeng	一封|一峰|医风|遗风
yizun	一尊
yixiao	一小|艺校
yixiaoban	一小半
yixiaocuo	一小撮
yichenburan	一尘不染
yichi	一尺|义齿
yiceng	一层
yicengceng	一层层
yijie	一届|一节|仪节|医界|译介
yisui	一岁|易碎
yifanfengshun	一帆风顺
yitie	一帖
yizhen	一帧|一针|一阵|义诊|疑阵
yixi	一席|义熙|乙烯|以西|依稀|议席
yixizhidi	一席之地
yixihua	一席话
yibang	一帮|一磅|依傍|异邦
yifufu	一幅幅
yichuang	一幢|一床
yiganerjing	一干二净
yiganrenfan	一干人犯
yipingerdiao	一平二调
yipingfangmi	一平方米
yinian	一年|亿年|意念|翌年
yinianyidu	一年一度
yiniandaotou	一年到头
yinianbanzai	一年半载
yiniansiji	一年四季
yinianqi	一年期
yiniansheng	一年生
yibing	一并|乙丙|疑兵|疫病|癔病
yiying	一应
yiyingjuquan	一应俱全
yizuo	一座|译作|遗作
yizuozuo	一座座
yikai	一开
yiwangqingshen	一往情深
yiwangwuqian	一往无前
yilv	一律|一缕|义律|依律|疑虑|衣履
yixin	一心|一新|异心|疑心
yixinyiyi	一心一意
yinianzhicha	一念之差
yihuer	一忽儿
yinuzhixia	一怒之下
yixishangcun	一息尚存
yiyiguxing	一意孤行
yicheng	一成|一程|宜城|已成|缢蛏|翼城|议程|译成
yichengbubian	一成不变
yizhan	一战|一盏|一站|翼展|驿站
yihu	一户|亿户|医护
yisuo	一所|伊索|役所
yishan	一扇|宜山|衣衫
yishou	一手|一首|异兽|易手
yishoubaoban	一手包办
yishouzhetian	一手遮天
yisaoerguang	一扫而光
yisaoerkong	一扫而空
yijizhichang	一技之长
yibashou	一把手
yibazhua	一把抓
yizhe	一折|一着|医者|译者
yiqiangerkong	一抢而空
yimo	一抹
yidan	一担|一旦
yipaijihe	一拍即合
yituo	一拖|依托
yituozaituo	一拖再拖
yizhao	一招|一朝|依照|遗诏
yizhaoyishi	一招一式
yiyongershang	一拥而上
yiyongerru	一拥而入
yihuierjiu	一挥而就
yikun	一捆
yisunjusun	一损俱损
yipai	一排|一派
yizhiqianjin	一掷千金
yilanzi	一揽子
yitan	一摊|艺坛
yiluo	一摞|遗落
yipie	一撇|一瞥
yishu	一数|一束|医书|医术|艺术|遗书|遗属
yizhengtian	一整天
yizhengtao	一整套
yiwen	一文|伊蚊|佚文|异文|疑问|艺文|衣纹|译文|轶闻|遗文|遗闻
yiwenbuzhi	一文不值
yijin	一斤|亿斤|衣襟
yifang	一方|乙方|以方|以防|伊方|医方|移防
yifangmian	一方面
yipang	一旁
yipangguan	一旁观
yiwusuode	一无所得
yiwusuoyou	一无所有
yiwusuozhi	一无所知
yiwusuohuo	一无所获
yiwushichu	一无是处
yiri	一日|亿日|翌日
yirisancan	一日三餐
yirizhigong	一日之功
yiriqianli	一日千里
yiriyou	一日游
yizao	一早|一遭|臆造
yishisanke	一时三刻
yishibanhui	一时半会
yishibanhuier	一时半会儿
yishibanke	一时半刻
yishixing	一时性
yishiqi	一时期
yishijian	一时间
yixingbandian	一星半点
yishiyi	一是一
yixianshenshou	一显身手
yihuang	一晃|宜黄
yiqu	一曲|异趣|意趣|易趣|疫区
yiyue	一月|怡悦
yiyuefen	一月份
yiwangwuyin	一望无垠
yiwangwuji	一望无际
yiwangerzhi	一望而知
yizhaoyixi	一朝一夕
yichaotianziyichaochen	一朝天子一朝臣
yiben	一本|译本
yibenwanli	一本万利
yibenzhengjing	一本正经
yiduoduo	一朵朵
yigan	一杆|乙肝
yitiao	一条
yitiaoxin	一条心
yitiaojie	一条街
yitiaolong	一条龙
yilai	一来|以来|依赖|倚赖
yilaierqu	一来二去
yibanyiyan	一板一眼
yimei	一枚
yizhiduxiu	一枝独秀
yiqiang	一枪|一腔
yizhu	一柱|一株|亿株|医嘱|易主|译注|译著|遗嘱|遗著
yiyang	一样|宜阳|异样|弋阳|意杨|抑扬|益阳|颐养
yigen	一根|翼根
yian	一案|乙胺|疑案|议案
yizhuo	一桌|衣着
yidang	一档
yidangzi	一档子
yizhuang	一桩|异状|翼状|衣装
yimeng	一梦|伊盟|沂蒙
yigunzidasi	一棍子打死
yikeshu	一棵树
yilou	一楼|一篓|挹娄|遗漏
yigai	一概|医改
yigaierlun	一概而论
yimuyiyang	一模一样
yici	一次|亿次|以次|以此|依次
yicixing	一次性
yicifangcheng	一次方程
yicici	一次次
yikuan	一款
yibu	一步|一部|亿部|异步|移步
yibuyigejiaoyin	一步一个脚印
yibudaowei	一步到位
yibubu	一步步
yibudengtian	一步登天
yiduan	一段|一端|异端|臆断
yimaobuba	一毛不拔
yiqizhixia	一气之下
yiqihecheng	一气呵成
yiyanghuadan	一氧化氮
yiyanghuatan	一氧化碳
yijiangchunshuixiangdongliu	一江春水向东流
yiwang	一汪|以往|已往|移往|遗忘
yibosanzhe	一波三折
yiboyouqi	一波又起
yiboweiping	一波未平
yixieqianli	一泻千里
yipaihuyan	一派胡言
yilanggaoguoyilang	一浪高过一浪
yiqingerchu	一清二楚
yiqingzao	一清早
yiliuer	一溜儿
yiliuyan	一溜烟
yidi	一滴|异地|易地
yitansishui	一潭死水
yideng	一灯|一等|伊登
yipaodaxiang	一炮打响
yidian	一点|仪典|医典|椅垫|疑点
yidianyidi	一点一滴
yidianyidian	一点一点
yidianer	一点儿
yidianduo	一点多
yidiandian	一点点
yidiandianer	一点点儿
yidianhong	一点红
yipian	一片|一篇|亿片|衣片
yipianwangyang	一片汪洋
yipianpian	一片片
yipianlangji	一片狼藉
yibanren	一班人
yipiao	一瓢|一票
yiping	一瓶|依凭|夷平
yishengyishi	一生一世
yifan	一番|伊凡
yifanhua	一番话
yibingbuqi	一病不起
yibai	一百
yibaiwan	一百万
yibaiwanliang	一百万两
yibaisanshi	一百三十
yibailiang	一百两
yibaige	一百个
yibaiershi	一百二十
yibaiershige	一百二十个
yibaiwushi	一百五十
yibaiwushiwan	一百五十万
yibaiwushiliang	一百五十两
yibaiwushiyuan	一百五十元
yibaiwushiming	一百五十名
yibaiwushinian	一百五十年
yibaiwushihaomi	一百五十毫米
yibaimu	一百亩
yibaiyu	一百余
yibaiyuli	一百余里
yibaibei	一百倍
yibaiyuan	一百元
yibaiba	一百八
yibaibashidu	一百八十度
yibaibashili	一百八十里
yibaifen	一百分
yibaipi	一百匹
yibaijuan	一百卷
yibaizhi	一百只
yibaiming	一百名
yibaikuai	一百块
yibaiduo	一百多
yibaiduowan	一百多万
yibaiduoge	一百多个
yibaiduowei	一百多位
yibaiduoyuan	一百多元
yibaiduoming	一百多名
yibaiduokuai	一百多块
yibaiduotian	一百多天
yibaiduonian	一百多年
yibaiduojin	一百多斤
yibaiduomi	一百多米
yibaiduoli	一百多里
yibaitian	一百天
yibaitou	一百头
yibaisui	一百岁
yibainian	一百年
yibaizhang	一百张
yibaizhao	一百招
yibaijin	一百斤
yibaitiao	一百条
yibaici	一百次
yibaibu	一百步
yibaimi	一百米
yibaili	一百里
yibailingba	一百零八
yipen	一盆
yihe	一盒|怡和|沂河|议和|颐和
yipan	一盘
yipansansha	一盘散沙
yipanqi	一盘棋
yimuliaoran	一目了然
yimushihang	一目十行
yiyan	一眼|义演|依言|异言|遗言
yishun	一瞬|依顺
yishunjian	一瞬间
yizhibanjie	一知半解
yishierniao	一石二鸟
yishijiqiqiancenglang	一石激起千层浪
yimashi	一码事
yiwanshui	一碗水
yiwanshuiduanping	一碗水端平
yishenjiao	一神教
yimiao	一秒|疫苗
yiqiongerbai	一穷二白
yiqiaobutong	一窍不通
yiwofeng	一窝蜂
yizhanshi	一站式
yixiaoliaozhi	一笑了之
yixiaozhizhi	一笑置之
yibigouxiao	一笔勾销
yibidaiguo	一笔带过
yidenggong	一等功
yidengjiang	一等奖
yikuang	一筐
yichou	一筹|乙丑
yichoumozhan	一筹莫展
yijianzhichou	一箭之仇
yijianzhidi	一箭之地
yijianshuangdiao	一箭双雕
yicucu	一簇簇
yimi	一米|乙醚|亿米
yilei	一类|乙类|异类
yixilie	一系列
yizhikongwen	一纸空文
yixian	一线|义县|乙酰|易县|胰腺|黟县
yixiantian	一线天
yixianshengji	一线生机
yizu	一组|异族|彝族|遗族|驿卒
yijing	一经|已经|意境|易经|遗精
yitongtianxia	一统天下
yiguan	一罐|一贯|衣冠
yiwangdajin	一网打尽
yimeiyuan	一美元|亿美元
yiqun	一群|衣裙
yilaoyishao	一老一少
yierzai	一而再
yiduzi	一肚子
yigu	一股|亿股|已故|遗孤|遗骨
yigujiner	一股劲儿
yigunao	一股脑
yigufeng	一股风
yimaixiangcheng	一脉相承
yijiao	一脚|一角|异教|移交|衣角|遗教
yilian	一脸|一连|伊里安|依恋
yiqiangrexue	一腔热血
yibizhili	一臂之力
yizhixing	一致性|抑制性
yibanhua	一般化
yibandishuo	一般地说
yibanxing	一般性
yibanwuer	一般无二
yibanlaijiang	一般来讲
yibanlaishuo	一般来说
yibaneryan	一般而言
yibanerlun	一般而论
yibanjianshi	一般见识
yibanshuolai	一般说来
yisou	一艘
yise	一色
yicha	一茬
yicaoyimu	一草一木
yirongjurong	一荣俱荣
yiyao	一药|医药
yiluoqianzhang	一落千丈
yixing	一行|义兴|乙型|宜兴|异型|异姓|异形|异性|意兴|易行|移行|翼型
yixingxing	一行行
yiyidaishui	一衣带水
yibiaorencai	一表人才
yibiaofeisu	一表非俗
yijianqingxin	一见倾心
yijianrugu	一见如故
yijianzhongqing	一见钟情
yishitongren	一视同仁
yilan	一览|伊兰|依兰|宜兰
yilanwuyu	一览无余
yilanbiao	一览表
yichujifa	一触即发
yichujikui	一触即溃
yiyanyixing	一言一行
yiyanbufa	一言不发
yiyanweiding	一言为定
yiyanjiuding	一言九鼎
yiyanyibizhi	一言以蔽之
yiyanbanyu	一言半语
yiyantang	一言堂
yiyanjichu	一言既出
yiyannanjin	一言难尽
yishishenshou	一试身手
yiyuzhongdi	一语中的
yiyudaopo	一语道破
yinuoqianjin	一诺千金
yibaitudi	一败涂地
yipinruxi	一贫如洗
yiguanzhi	一贯制
yiguanxing	一贯性
yizouliaozhi	一走了之
yiyueerqi	一跃而起
yilu	一路|驿路
yilushang	一路上
yilupingan	一路平安
yiluda	一路打
yiluxing	一路行
yilushunfeng	一路顺风
yicuerjiu	一蹴而就
yijuebuzhen	一蹶不振
yishenzhengqi	一身正气
yiche	一车
yizhuanyan	一转眼
yilun	一轮|议论
yiqing	一轻|一顷|疫情|移情
yibeizi	一辈子
yibian	一边|一遍|以便
yibiandao	一边倒
yilianchuan	一连串
yidaodao	一道道
yibufen	一部分
yibufenyi	一部分一
yizhenyixian	一针一线
yizhenjianxie	一针见血
yiqianbuzhi	一钱不值
yiguozhu	一锅煮
yiguoduan	一锅端
yiguozhou	一锅粥
yichui	一锤
yichuidingyin	一锤定音
yichangyiduan	一长一短
yizhangzhi	一长制
yimen	一门|义门|夷门
yimenxinsi	一门心思
yishanerguo	一闪而过
yiwensanbuzhi	一问三不知
yique	一阕|遗缺
yizhenyizhen	一阵一阵
yizhener	一阵儿
yizhenfa	一阵发
yizhenxiang	一阵响
yizhenzi	一阵子
yizhenzhen	一阵阵
yizhenfeng	一阵风
yiyuanzhi	一院制
yiyu	一隅|呓语|宜于|异域|彝语|意欲|抑郁|易于
yisha	一霎
yishashi	一霎时
yishana	一霎那
yimian	一面|以免
yimianzhijiao	一面之交
yimianzhiyuan	一面之缘
yimianzhici	一面之词|一面之辞
yimianmian	一面面
yipinyixiao	一颦一笑
yifeichongtian	一飞冲天
yican	一餐
yibaoyanfu	一饱眼福
yishouge	一首歌
yishoushou	一首首
yimapingchuan	一马平川
yimadangxian	一马当先
yigulu	一骨碌
yigaoyidi	一高一低
yilinbanzhao	一鳞半爪
yimingjingren	一鸣惊人
yiguzuoqi	一鼓作气
yibizihui	一鼻子灰
yibikongchuqi	一鼻孔出气
ding	丁|仃|叮|啶|定|忊|玎|疔|盯|碇|腚|薡|订|酊|鐤|钉|锭|顶|鼎
dingding	丁丁|定鼎
dingchou	丁丑
dingerxi	丁二烯
dingersuan	丁二酸
dingerchun	丁二醇
dingxiansheng	丁先生
dingke	丁克
dingguangen	丁关根
dingjunmen	丁军门
dingdong	丁冬|叮咚
dingjianu	丁加奴
dingmao	丁卯
dingguobao	丁国宝
dingba	丁坝
dingji	丁基|定级|定计|顶极|顶级
dingjixiangjiao	丁基橡胶
dingdaquan	丁大全
dingdage	丁大哥
dingdawang	丁大旺
dingfuren	丁夫人
dingzi	丁字|定子|钉子|锭子|顶子
dingzixing	丁字形
dingning	丁宁|叮咛
dingxiaohua	丁小华
dingdang	丁当|叮当
dingdesun	丁得孙
dingyou	丁忧|丁酉
dingsitian	丁思甜
dingminjun	丁敏君
dingwenjiang	丁文江
dingchunqiu	丁春秋
dingjincun	丁晋存
dingxiaolian	丁晓莲
dingrukui	丁汝夔
dingruchang	丁汝昌
dinghaiming	丁海明
dinghuowang	丁火旺
dingdian	丁点|定点|顶点
dingdianer	丁点儿
dingxi	丁烯|定息|定西
dingwan	丁烷
dingteqi	丁特起
dingling	丁玲|丁零|定陵
dingzhenwu	丁真吾
dingshisun	丁石孙
dinglei	丁磊
dingxiangrui	丁祥瑞
dingzhaozhong	丁肇中
dingnengtong	丁能通
dingjingxiangjiao	丁腈橡胶
dingben	丁苯
dingbenxiangjiao	丁苯橡胶
dingsuan	丁酸
dingchun	丁醇
dingxiang	丁香|定向|定襄
dingxianghua	丁香花
qi	七|乞|亓|企|俟|倛|僛|其|凄|启|呮|啓|嘁|器|圻|奇|契|妻|屺|岂|岐|崎|帺|弃
qiyi	七一|其一|其意|奇异|棋艺|歧义|歧异|起义|起疑
qiyiwu	七一五
qiqi	七七|其妻|戚戚|漆器|起讫|齐齐
qiqishibian	七七事变
qiqibaba	七七八八
qiqisishijiuxiang	七七四十九响
qiwan	七万|凄婉
qiwanduo	七万多
qishangbaxia	七上八下
qixia	七下|旗下|栖霞
qiliang	七两|凄凉|器量|气量
qige	七个
qizhongquanhui	七中全会
qiwu	七五|器物|弃物|欺侮|起舞
qixiannv	七仙女
qijian	七件|其间|器件|旗舰|期间|起见|齐肩
qiwei	七位|奇伟|气味
qiba	七八
qibawan	七八万
qibazhang	七八丈|七八张
qibaxia	七八下
qibage	七八个
qibafen	七八分
qibashi	七八十
qibashige	七八十个
qibashiwei	七八十位
qibashisui	七八十岁
qibashinian	七八十年
qibashizhao	七八十招
qibashijin	七八十斤
qibashili	七八十里
qibaqian	七八千
qibaqianyuan	七八千元
qibakou	七八口
qibazhi	七八只
qibaming	七八名
qibakuai	七八块
qibachu	七八处
qibatian	七八天
qibajia	七八家
qibacun	七八寸
qibachi	七八尺
qibasui	七八岁
qibanian	七八年
qibacheng	七八成
qibazhao	七八招
qibari	七八日
qibatiao	七八条
qibamei	七八枚
qibaci	七八次
qibabu	七八步
qibabai	七八百
qibazhong	七八种
qibami	七八米
qibali	七八里
qibajian	七八间
qichu	七出|七处|凄楚|期初|起初|齐楚
qifen	七分|气愤|气氛
qipilang	七匹狼
qishi	七十|乞食|其实|其时|启事|启示|奇事|奇士|奇石|妻室|弃市|歧视|气势|气室|砌石|起事|起始|起誓|骑士
qishiyi	七十一
qishiqiguojituan	七十七国集团
qishiwan	七十万
qishisannian	七十三年
qishige	七十个
qishier	七十二
